2300,1,1,2,0,0.25,3,8,0,0,0.0104167
1568,5,2,4,0,0.667,3,8,0,0,0.0277917
2487,2,3,6,0,0.167,3,9,0,0,0.00618519
1058,7,4,8,0,0.167,3,9,0,0,0.00618519
1678,6,5,10,0,0.166,3,9,0,0,0.00614815
3475,2,6,11,0,0.625,3,10,0,0,0.0208333
2874,0,7,13,0,0.125,3,9,0,0,0.00462963
1663,4,8,15,0,0.375,3,8,0,0,0.015625
1756,3,9,17,0,0.5,3,9,0,0,0.0185185
3689,5,10,19,0,0.167,3,10,0,0,0.00556667
85,1,11,21,0,0.166,3,9,0,0,0.00614815
2877,7,12,23,0,0.333,3,10,0,0,0.0111
2298,2,13,25,0,0.666,3,10,0,0,0.0222
488,5,14,27,0,0.584,3,10,0,0,0.0194667
2310,6,15,29,0,0.291,3,10,0,0,0.0097
184,2,16,30,0,0.542,4,8,0,0,0.0169375
25,1,17,32,0,0.583,3,10,0,0,0.0194333
391,7,18,33,0,0.541,4,8,0,0,0.0169063
1651,0,19,35,0,0.583,3,10,0,0,0.0194333
1166,4,20,37,0,0.709,3,10,0,0,0.0236333
543,3,21,39,0,1,3,10,0,0,0.0333333
3371,5,22,41,0,0.75,3,11,0,0,0.0227273
2613,1,23,43,0,0.708,3,11,0,0,0.0214545
2932,6,24,45,0,0.584,3,11,0,0,0.017697
2626,2,25,47,0,0.75,3,11,0,0,0.0227273
1947,0,26,49,0,0.708,3,11,0,0,0.0214545
725,0,27,50,0,0.875,3,11,0,0,0.0265152
2594,7,28,52,0,0.667,3,11,0,0,0.0202121
1755,3,29,54,0,0.708,3,11,0,0,0.0214545
1349,5,30,56,0,0.625,3,11,0,0,0.0189394
1766,4,31,58,0,0.792,3,11,0,0,0.024
891,6,32,60,0,0.667,3,11,0,0,0.0202121
931,1,33,62,0,0.792,3,11,0,0,0.024
608,0,34,64,0,0.708,3,11,0,0,0.0214545
726,2,35,66,0,0.792,3,11,0,0,0.024
351,5,36,68,0,0.75,3,11,0,0,0.0227273
501,7,37,70,0,0.583,3,11,0,0,0.0176667
494,3,38,72,0,0.542,3,11,0,0,0.0164242
2168,0,39,74,0,0.875,3,12,0,0,0.0243056
2476,1,40,76,0,0.75,3,12,0,0,0.0208333
3538,4,41,78,0,0.75,3,12,0,0,0.0208333
2717,6,42,80,0,0.792,3,12,0,0,0.022
1870,7,43,82,0,0.709,3,12,0,0,0.0196944
1739,3,44,84,0,0.75,3,12,0,0,0.0208333
1899,5,45,86,0,0.625,3,12,0,0,0.0173611
2091,2,46,88,0,0.792,3,12,0,0,0.022
1159,6,47,90,0,0.833,3,12,0,0,0.0231389
140,3,48,92,0,0.792,3,12,0,0,0.022
1207,4,49,94,0,0.833,3,12,0,0,0.0231389
1680,0,50,96,0,0.542,3,12,0,0,0.0150556
953,7,51,98,0,0.25,3,12,0,0,0.00694444
1512,1,52,100,0,0.833,3,12,0,0,0.0231389
4,5,53,102,0,0.791,3,12,0,0,0.0219722
2373,346,5555,,106106,,00,0.7910.667,,33,,1313,,00,0,,0.01710260.0202821
2373,346,5555,,106106,,00,0.7910.667,,33,,1313,,00,0,,0.01710260.0202821
1843,7,56,108,0,0.666,3,13,0,0,0.0170769
3852,2,57,110,0,0.667,3,13,0,0,0.0171026
2634,3,58,112,0,0.791,3,13,0,0,0.0202821
1823,1,59,114,0,0.917,3,13,0,0,0.0235128
1786,5,60,116,0,0.708,3,13,0,0,0.0181538
2050,0,61,118,0,0.917,3,13,0,0,0.0235128
1725,,62,,63,63,122,122,0,0,0.8750.625,,33,,1313,,00,,00,0.01602560.0224359

1725,,62,,63,63,122,122,0,0,0.8750.625,,33,,1313,,00,,00,0.01602560.0224359

1433,4,64,124,0,0.333,3,13,0,0,0.00853846
978,3,65,126,0,0.75,3,13,0,0,0.0192308
690,0,66,128,0,0.958,3,13,0,0,0.0245641
1162,7,67,130,0,0.875,3,13,0,0,0.0224359
701,5,68,132,0,0.875,3,13,0,0,0.0224359
536,2,69,134,0,0.875,3,13,0,0,0.0224359
496,3,70,136,0,0.709,3,13,0,0,0.0181795
720,1,71,138,0,0.75,3,13,0,0,0.0192308
669,6,72,140,0,0.875,3,13,0,0,0.0224359
500,4,73,142,0,0.958,3,13,0,0,0.0245641
462,0,74,144,0,0.75,3,13,0,0,0.0192308
453,7,75,146,0,0.916,3,13,0,0,0.0234872
276,5,76,148,0,0.75,3,13,0,0,0.0192308
230,2,77,150,0,0.75,3,13,0,0,0.0192308
1488,3,78,152,0,0.792,4,10,0,0,0.0198
2931,6,79,154,0,0.917,3,14,0,0,0.0218333
2820,4,80,156,0,0.666,3,14,0,0,0.0158571
3503,1,81,158,0,0.958,3,14,0,0,0.0228095
1802,3,82,160,0,0.875,3,14,0,0,0.0208333
1958,2,83,162,0,0.958,3,14,0,0,0.0228095
2655,0,84,164,0,1,3,14,0,0,0.0238095
1737,6,85,166,0,0.916,3,14,0,0,0.0218095
2011,7,86,168,0,0.792,3,14,0,0,0.0188571
1615,4,87,170,0,1.042,3,14,0,0,0.0248095
1990,5,88,172,0,0.541,3,14,0,0,0.012881
1444,1,89,174,0,0.791,3,14,0,0,0.0188333
1312,3,90,176,0,0.875,3,14,0,0,0.0208333
825,7,91,178,0,0.5,3,14,0,0,0.0119048
1188,0,92,180,0,0.833,3,14,0,0,0.0198333
1191,2,93,182,0,0.833,3,14,0,0,0.0198333
652,4,94,184,0,0.792,3,14,0,0,0.0188571
1045,6,95,186,0,0.625,3,14,0,0,0.014881
597,5,96,188,0,0.875,3,14,0,0,0.0208333
361,4,97,189,0,0.833,4,11,0,0,0.0189318
15,7,98,191,0,0.292,3,14,0,0,0.00695238
531,1,99,193,0,0.791,3,14,0,0,0.0188333
1,0,100,196,0,0.333,3,14,0,0,0.00792857
449,3,101,197,0,0.709,3,14,0,0,0.016881
2612,2,102,199,0,0.583,4,11,0,0,0.01325
3360,6,103,201,0,0.292,3,15,0,0,0.00648889
2935,5,104,203,0,0.75,3,15,0,0,0.0166667
2529,4,105,205,0,1.041,3,15,0,0,0.0231333
1795,2,106,207,0,0.917,3,15,0,0,0.0203778
2414,7,107,209,0,0.708,3,15,0,0,0.0157333
1978,3,108,211,0,1.042,3,15,0,0,0.0231556
2203,0,109,213,0,1.042,3,15,0,0,0.0231556
1771,6,110,215,0,0.958,3,15,0,0,0.0212889
2269,1,111,217,0,0.417,3,15,0,0,0.00926667
1622,5,112,219,0,1,3,15,0,0,0.0222222
1308,2,113,221,0,0.875,3,15,0,0,0.0194444
746,3,114,223,0,1.083,3,15,0,0,0.0240667
1583,4,115,225,0,1,3,15,0,0,0.0222222
1093,7,116,227,0,0.875,3,15,0,0,0.0194444
525,0,117,229,0,0.834,3,15,0,0,0.0185333
399,1,118,231,0,0.959,3,15,0,0,0.0213111
405,6,119,233,0,0.416,3,15,0,0,0.00924444
28,5,120,235,0,0.834,3,15,0,0,0.0185333
3313,4,121,237,0,1,3,16,0,0,0.0208333
3673,2,122,239,0,0.416,3,16,0,0,0.00866667
3403,3,123,241,0,0.375,3,16,0,0,0.0078125
2621,0,124,243,0,0.958,3,16,0,0,0.0199583
3142,7,125,245,0,1,3,16,0,0,0.0208333
2326,6,126,247,0,0.875,3,16,0,0,0.0182292
2587,1,127,249,0,0.833,3,16,0,0,0.0173542
1863,2,128,251,0,0.958,3,16,0,0,0.0199583
1963,4,129,253,0,0.958,3,16,0,0,0.0199583
2029,5,130,255,0,0.875,3,16,0,0,0.0182292
1491,3,131,257,0,1,3,16,0,0,0.0208333
1477,0,132,259,0,0.875,3,16,0,0,0.0182292
653,5,133,261,0,0.959,3,16,0,0,0.0199792
895,1,134,263,0,0.375,3,16,0,0,0.0078125
1122,7,135,265,0,0.916,3,16,0,0,0.0190833
856,2,136,267,0,0.916,3,16,0,0,0.0190833
1020,6,137,269,0,0.791,3,16,0,0,0.0164792
390,0,138,271,0,0.917,3,16,0,0,0.0191042
790,4,139,273,0,1.041,3,16,0,0,0.0216875
564,3,140,275,0,1.042,3,16,0,0,0.0217083
258,5,141,277,0,0.875,3,16,0,0,0.0182292
58,1,142,279,0,0.833,3,16,0,0,0.0173542
1871,7,143,281,0,1.166,4,12,0,0,0.0242917
493,0,144,282,0,0.875,4,12,0,0,0.0182292
1609,2,145,285,0,0.875,4,12,0,0,0.0182292
606,6,146,288,0,1,4,12,0,0,0.0208333
809,4,147,289,0,1.083,5,10,0,0,0.02166
2705,0,148,291,0,1,3,17,0,0,0.0196078
2653,2,149,293,0,0.292,3,17,0,0,0.00572549
